"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 13, 2018","0.002331","0.002407","0.002480","0.002296","322.85M","-3.14%"
"Aug 12, 2018","0.002407","0.002381","0.002454","0.002350","348.70M","1.06%"
"Aug 11, 2018","0.002381","0.002417","0.002459","0.002328","267.58M","-1.49%"
"Aug 10, 2018","0.002417","0.002579","0.002600","0.002377","294.30M","-6.27%"
"Aug 09, 2018","0.002579","0.002418","0.002607","0.002381","346.36M","6.55%"
"Aug 08, 2018","0.002421","0.002651","0.002652","0.002383","339.38M","-8.70%"
"Aug 07, 2018","0.002651","0.002783","0.002864","0.002634","358.29M","-4.72%"
"Aug 06, 2018","0.002783","0.002876","0.002924","0.002714","286.42M","-3.25%"
"Aug 05, 2018","0.002876","0.002829","0.002897","0.002791","316.39M","1.65%"
"Aug 04, 2018","0.002829","0.002928","0.002998","0.002817","301.93M","-3.37%"
"Aug 03, 2018","0.002928","0.002970","0.002995","0.002853","264.56M","-1.39%"
"Aug 02, 2018","0.002970","0.003056","0.003084","0.002935","238.53M","-2.83%"
"Aug 01, 2018","0.003056","0.002979","0.003081","0.002892","296.52M","2.59%"
"Jul 31, 2018","0.002979","0.003259","0.003262","0.002957","331.80M","-8.60%"
"Jul 30, 2018","0.003259","0.003301","0.003316","0.003163","257.93M","-1.37%"
"Jul 29, 2018","0.003305","0.003421","0.003452","0.003297","225.26M","-3.41%"
"Jul 28, 2018","0.003421","0.003444","0.003479","0.003382","199.19M","-0.67%"
"Jul 27, 2018","0.003444","0.003374","0.003468","0.003263","279.72M","2.07%"
"Jul 26, 2018","0.003374","0.003564","0.003571","0.003329","253.16M","-5.32%"
"Jul 25, 2018","0.003564","0.003626","0.003658","0.003435","318.39M","-1.72%"
"Jul 24, 2018","0.003626","0.003416","0.003654","0.003387","321.61M","6.15%"
"Jul 23, 2018","0.003416","0.003488","0.003652","0.003406","267.63M","-2.01%"
"Jul 22, 2018","0.003487","0.003555","0.003590","0.003442","260.16M","-1.93%"
"Jul 21, 2018","0.003555","0.003409","0.003587","0.003328","232.51M","4.28%"
"Jul 20, 2018","0.003409","0.003833","0.003834","0.003262","360.37M","-11.06%"
"Jul 19, 2018","0.003833","0.003692","0.003956","0.003442","554.75M","3.77%"
"Jul 18, 2018","0.003694","0.003254","0.004430","0.003189","1.03B","13.52%"
"Jul 17, 2018","0.003254","0.002904","0.003297","0.002817","462.02M","12.06%"
"Jul 16, 2018","0.002904","0.002423","0.002904","0.002404","432.64M","19.85%"
"Jul 15, 2018","0.002423","0.002344","0.002431","0.002332","204.08M","3.38%"
"Jul 14, 2018","0.002344","0.002328","0.002358","0.002300","153.34M","0.68%"
"Jul 13, 2018","0.002328","0.002286","0.002381","0.002277","140.40M","1.84%"
"Jul 12, 2018","0.002286","0.002463","0.002466","0.002254","153.63M","-7.15%"
"Jul 11, 2018","0.002462","0.002458","0.002482","0.002421","185.49M","0.15%"
"Jul 10, 2018","0.002458","0.002635","0.002643","0.002437","187.34M","-6.72%"
"Jul 09, 2018","0.002635","0.002649","0.002669","0.002629","175.64M","-0.53%"
"Jul 08, 2018","0.002649","0.002655","0.002683","0.002624","132.82M","-0.21%"
"Jul 07, 2018","0.002655","0.002636","0.002663","0.002578","139.87M","0.70%"
"Jul 06, 2018","0.002636","0.002614","0.002659","0.002561","141.92M","0.85%"
"Jul 05, 2018","0.002614","0.002688","0.002702","0.002593","103.31M","-2.76%"
"Jul 04, 2018","0.002688","0.002655","0.002746","0.002598","128.93M","1.27%"
"Jul 03, 2018","0.002655","0.002735","0.002767","0.002632","172.63M","-2.93%"
"Jul 02, 2018","0.002735","0.002536","0.002742","0.002500","139.80M","7.85%"
"Jul 01, 2018","0.002536","0.002543","0.002556","0.002503","106.36M","-0.29%"
"Jun 30, 2018","0.002543","0.002415","0.002562","0.002395","197.76M","5.35%"
"Jun 29, 2018","0.002414","0.002314","0.002456","0.002279","154.47M","4.03%"
"Jun 28, 2018","0.002321","0.002469","0.002483","0.002309","197.70M","-5.99%"
"Jun 27, 2018","0.002468","0.002450","0.002477","0.002409","169.24M","0.74%"
"Jun 26, 2018","0.002450","0.002539","0.002565","0.002446","202.35M","-3.51%"
"Jun 25, 2018","0.002539","0.002509","0.002595","0.002479","203.74M","1.25%"
"Jun 24, 2018","0.002508","0.002654","0.002656","0.002311","215.27M","-5.50%"
"Jun 23, 2018","0.002654","0.002607","0.002721","0.002587","168.58M","1.83%"
"Jun 22, 2018","0.002606","0.002982","0.002989","0.002592","244.67M","-12.58%"
"Jun 21, 2018","0.002982","0.002993","0.003035","0.002966","173.42M","-0.37%"
"Jun 20, 2018","0.002993","0.003017","0.003030","0.002936","117.77M","-0.81%"
"Jun 19, 2018","0.003017","0.003002","0.003060","0.002983","155.51M","0.79%"
"Jun 18, 2018","0.002993","0.002887","0.003046","0.002844","165.58M","3.69%"
"Jun 17, 2018","0.002887","0.002904","0.002916","0.002849","151.63M","-0.70%"
"Jun 16, 2018","0.002907","0.002870","0.002936","0.002843","174.44M","1.29%"
"Jun 15, 2018","0.002870","0.002968","0.002974","0.002853","156.68M","-3.29%"
"Jun 14, 2018","0.002968","0.002792","0.002996","0.002758","183.90M","6.29%"
"Jun 13, 2018","0.002792","0.003096","0.003116","0.002721","164.75M","-9.68%"
"Jun 12, 2018","0.003091","0.003235","0.003265","0.003069","146.34M","-4.44%"
"Jun 11, 2018","0.003235","0.003132","0.003261","0.003098","166.95M","3.15%"
"Jun 10, 2018","0.003136","0.003572","0.003572","0.003097","234.12M","-12.20%"
"Jun 09, 2018","0.003572","0.003662","0.003690","0.003571","133.66M","-2.50%"
"Jun 08, 2018","0.003664","0.003714","0.003736","0.003617","141.23M","-1.35%"
"Jun 07, 2018","0.003714","0.003727","0.003820","0.003701","154.07M","-0.36%"
"Jun 06, 2018","0.003727","0.003629","0.003761","0.003623","206.38M","2.73%"
"Jun 05, 2018","0.003628","0.003542","0.003688","0.003522","165.14M","2.45%"
"Jun 04, 2018","0.003542","0.003689","0.003710","0.003455","220.81M","-4.01%"
"Jun 03, 2018","0.003689","0.003583","0.003752","0.003550","297.80M","2.97%"
"Jun 02, 2018","0.003583","0.003441","0.003695","0.003412","207.56M","4.14%"
"Jun 01, 2018","0.003441","0.003431","0.003520","0.003320","197.28M","0.25%"
"May 31, 2018","0.003432","0.003400","0.003498","0.003366","162.13M","1.07%"
"May 30, 2018","0.003396","0.003461","0.003523","0.002447","122.08M","-1.88%"
"May 29, 2018","0.003461","0.003219","0.003511","0.003169","235.11M","7.50%"
"May 28, 2018","0.003219","0.003410","0.003435","0.003198","205.92M","-5.59%"
"May 27, 2018","0.003410","0.003469","0.003493","0.003380","171.79M","-1.73%"
"May 26, 2018","0.003470","0.003505","0.003576","0.003451","173.97M","-0.88%"
"May 25, 2018","0.003500","0.003568","0.003613","0.003475","207.72M","-1.89%"
"May 24, 2018","0.003568","0.003437","0.003584","0.003306","248.36M","3.81%"
"May 23, 2018","0.003437","0.003869","0.003896","0.003353","253.06M","-11.29%"
"May 22, 2018","0.003874","0.004217","0.004241","0.003856","195.92M","-8.13%"
"May 21, 2018","0.004217","0.004359","0.004369","0.004215","183.54M","-3.25%"
"May 20, 2018","0.004359","0.004233","0.004382","0.004196","186.20M","2.96%"
"May 19, 2018","0.004233","0.004242","0.004302","0.004180","145.74M","-0.20%"
"May 18, 2018","0.004242","0.004189","0.004279","0.004074","154.14M","1.26%"
"May 17, 2018","0.004189","0.004376","0.004475","0.004187","162.58M","-4.32%"
"May 16, 2018","0.004378","0.004529","0.004535","0.004283","156.98M","-3.40%"
"May 15, 2018","0.004532","0.004444","0.004746","0.004429","204.50M","1.89%"
"May 14, 2018","0.004448","0.004472","0.004569","0.004259","153.25M","-0.55%"
"May 13, 2018","0.004472","0.004341","0.004569","0.004219","162.50M","4.64%"
"May 12, 2018","0.004274","0.004247","0.004437","0.004022","213.03M","0.63%"
"May 11, 2018","0.004247","0.004791","0.004793","0.004152","240.56M","-11.35%"
"May 10, 2018","0.004791","0.005023","0.005140","0.004791","161.14M","-4.62%"
"May 09, 2018","0.005023","0.005255","0.005265","0.004938","205.85M","-4.41%"
"May 08, 2018","0.005255","0.004968","0.005364","0.004932","290.42M","5.65%"
"May 07, 2018","0.004974","0.004939","0.005018","0.004662","275.80M","0.71%"
"May 06, 2018","0.004939","0.005232","0.005241","0.004846","291.92M","-5.59%"
"May 05, 2018","0.005232","0.005248","0.005344","0.005136","277.99M","-0.32%"
"May 04, 2018","0.005248","0.005489","0.005489","0.005201","272.80M","-4.38%"
"May 03, 2018","0.005489","0.005332","0.005545","0.005274","355.68M","2.96%"
"May 02, 2018","0.005331","0.005119","0.005345","0.005097","319.46M","4.20%"
"May 01, 2018","0.005116","0.005232","0.005253","0.004982","270.39M","-2.22%"
"Apr 30, 2018","0.005232","0.005451","0.005489","0.005182","341.18M","-4.03%"
"Apr 29, 2018","0.005451","0.005510","0.005589","0.005205","494.33M","-1.01%"
"Apr 28, 2018","0.005507","0.005379","0.005621","0.005362","384.05M","2.39%"
"Apr 27, 2018","0.005379","0.005524","0.005811","0.005363","447.90M","-2.63%"
"Apr 26, 2018","0.005524","0.005070","0.005556","0.004974","498.83M","8.95%"
"Apr 25, 2018","0.005070","0.005761","0.005766","0.004942","573.17M","-12.08%"
"Apr 24, 2018","0.005767","0.005604","0.005883","0.005581","464.73M","2.90%"
"Apr 23, 2018","0.005604","0.005524","0.005670","0.005424","352.08M","1.46%"
"Apr 22, 2018","0.005524","0.005381","0.005956","0.005268","631.36M","2.65%"
"Apr 21, 2018","0.005381","0.005906","0.005908","0.005070","807.39M","-8.89%"
"Apr 20, 2018","0.005906","0.005969","0.006070","0.005720","656.82M","-1.05%"
"Apr 19, 2018","0.005969","0.005442","0.005978","0.005343","583.30M","9.68%"
"Apr 18, 2018","0.005442","0.004705","0.005531","0.004705","460.89M","15.67%"
"Apr 17, 2018","0.004705","0.004561","0.004975","0.004551","407.27M","3.14%"
"Apr 16, 2018","0.004561","0.004634","0.005063","0.004345","803.30M","-1.57%"
"Apr 15, 2018","0.004634","0.004153","0.004674","0.004150","501.77M","11.59%"
"Apr 14, 2018","0.004153","0.003962","0.004234","0.003856","517.26M","4.81%"
"Apr 13, 2018","0.003962","0.003880","0.004362","0.003766","648.65M","2.11%"
"Apr 12, 2018","0.003880","0.003398","0.003894","0.003231","767.89M","14.19%"
"Apr 11, 2018","0.003398","0.003086","0.003556","0.003043","799.54M","10.12%"
"Apr 10, 2018","0.003086","0.002796","0.003101","0.002788","530.06M","10.37%"
"Apr 09, 2018","0.002796","0.002859","0.002937","0.002768","262.48M","-2.20%"
"Apr 08, 2018","0.002859","0.002818","0.002887","0.002796","201.54M","1.50%"
"Apr 07, 2018","0.002817","0.002717","0.002872","0.002711","215.81M","3.63%"
"Apr 06, 2018","0.002718","0.002807","0.002831","0.002692","239.68M","-3.02%"
"Apr 05, 2018","0.002803","0.002769","0.002838","0.002709","226.26M","1.21%"
"Apr 04, 2018","0.002769","0.003011","0.003026","0.002751","263.21M","-8.05%"
"Apr 03, 2018","0.003011","0.002801","0.003046","0.002786","275.98M","7.52%"
"Apr 02, 2018","0.002801","0.002707","0.002824","0.002699","195.95M","3.45%"
"Apr 01, 2018","0.002707","0.002800","0.002825","0.002632","189.05M","-3.31%"
"Mar 31, 2018","0.002800","0.002765","0.002913","0.002765","236.64M","1.28%"
"Mar 30, 2018","0.002765","0.002874","0.002940","0.002722","369.79M","-3.75%"
"Mar 29, 2018","0.002872","0.003164","0.003202","0.002840","333.20M","-9.17%"
"Mar 28, 2018","0.003162","0.003153","0.003249","0.003128","236.87M","0.25%"
"Mar 27, 2018","0.003154","0.003283","0.003302","0.003126","257.78M","-3.91%"
"Mar 26, 2018","0.003283","0.003470","0.003492","0.003156","253.17M","-5.39%"
"Mar 25, 2018","0.003470","0.003516","0.003516","0.003428","232.57M","-1.34%"
"Mar 24, 2018","0.003517","0.003566","0.003645","0.003506","273.40M","-1.38%"
"Mar 23, 2018","0.003566","0.003597","0.003608","0.003380","268.76M","-0.85%"
"Mar 22, 2018","0.003597","0.003635","0.003782","0.003424","306.87M","-1.23%"
"Mar 21, 2018","0.003641","0.003657","0.003855","0.003587","344.31M","-0.42%"
"Mar 20, 2018","0.003657","0.003487","0.003753","0.003373","363.39M","4.90%"
"Mar 19, 2018","0.003486","0.003132","0.003529","0.003132","474.29M","11.58%"
"Mar 18, 2018","0.003124","0.003328","0.003328","0.002817","472.84M","-6.29%"
"Mar 17, 2018","0.003334","0.003523","0.003577","0.003283","303.57M","-5.37%"
"Mar 16, 2018","0.003523","0.003541","0.003648","0.003452","338.28M","-0.50%"
"Mar 15, 2018","0.003541","0.003596","0.003709","0.003314","537.90M","-1.62%"
"Mar 14, 2018","0.003599","0.003971","0.004044","0.003532","336.98M","-9.36%"
"Mar 13, 2018","0.003971","0.004040","0.004144","0.003915","224.99M","-1.71%"
"Mar 12, 2018","0.004040","0.004159","0.004216","0.003868","288.11M","-2.88%"
"Mar 11, 2018","0.004159","0.003988","0.004231","0.003854","457.17M","4.28%"
"Mar 10, 2018","0.003989","0.004151","0.004416","0.003956","312.14M","-3.91%"
"Mar 09, 2018","0.004151","0.003995","0.004166","0.003590","416.08M","3.90%"
"Mar 08, 2018","0.003995","0.004060","0.004451","0.003879","557.51M","-1.60%"
"Mar 07, 2018","0.004060","0.004606","0.004691","0.004042","508.64M","-11.85%"
"Mar 06, 2018","0.004606","0.005265","0.005265","0.004572","446.81M","-12.45%"
"Mar 05, 2018","0.005261","0.005466","0.005512","0.005231","207.74M","-3.75%"
"Mar 04, 2018","0.005466","0.005262","0.005496","0.005159","298.53M","3.87%"
"Mar 03, 2018","0.005262","0.005549","0.005711","0.005244","377.76M","-5.16%"
"Mar 02, 2018","0.005549","0.006193","0.006270","0.005508","380.89M","-10.41%"
"Mar 01, 2018","0.006193","0.006070","0.006253","0.005922","218.76M","2.03%"
"Feb 28, 2018","0.006070","0.006330","0.006394","0.006043","261.75M","-4.11%"
"Feb 27, 2018","0.006330","0.006294","0.006536","0.006196","296.32M","0.58%"
"Feb 26, 2018","0.006294","0.006083","0.006501","0.005859","307.48M","3.47%"
"Feb 25, 2018","0.006083","0.006272","0.006377","0.005860","376.45M","-3.01%"
"Feb 24, 2018","0.006272","0.006675","0.006816","0.006216","421.00M","-6.04%"
"Feb 23, 2018","0.006675","0.006233","0.006863","0.005979","549.22M","7.09%"
"Feb 22, 2018","0.006233","0.006648","0.006910","0.005999","751.21M","-6.25%"
"Feb 21, 2018","0.006648","0.007162","0.007502","0.006428","966.62M","-7.04%"
"Feb 20, 2018","0.007152","0.006712","0.008430","0.006414","1.63B","6.54%"
"Feb 19, 2018","0.006712","0.006468","0.006852","0.006314","379.13M","3.87%"
"Feb 18, 2018","0.006463","0.007035","0.007136","0.006213","593.33M","-8.14%"
"Feb 17, 2018","0.007035","0.006952","0.007262","0.006779","597.29M","1.20%"
"Feb 16, 2018","0.006952","0.007303","0.007414","0.006423","886.21M","-4.81%"
"Feb 15, 2018","0.007303","0.006789","0.008065","0.006713","1.56B","7.64%"
"Feb 14, 2018","0.006785","0.005696","0.007088","0.005690","1.25B","19.16%"
"Feb 13, 2018","0.005694","0.005548","0.005699","0.005273","356.00M","2.62%"
"Feb 12, 2018","0.005548","0.004942","0.005569","0.004939","384.77M","12.27%"
"Feb 11, 2018","0.004942","0.005018","0.005242","0.004637","428.13M","-1.53%"
"Feb 10, 2018","0.005018","0.005027","0.005596","0.004776","623.05M","-0.19%"
"Feb 09, 2018","0.005028","0.004580","0.005049","0.004308","452.54M","9.79%"
"Feb 08, 2018","0.004580","0.004222","0.004832","0.004212","403.36M","8.49%"
"Feb 07, 2018","0.004222","0.004418","0.004799","0.003922","623.93M","-4.48%"
"Feb 06, 2018","0.004420","0.003547","0.004437","0.003048","908.75M","24.60%"
"Feb 05, 2018","0.003547","0.004413","0.004491","0.003465","628.56M","-19.58%"
"Feb 04, 2018","0.004410","0.005150","0.005309","0.004253","493.87M","-14.37%"
"Feb 03, 2018","0.005150","0.004527","0.005780","0.004211","528.22M","12.79%"
"Feb 02, 2018","0.004566","0.005126","0.005127","0.003531","680.94M","-10.93%"
"Feb 01, 2018","0.005126","0.006006","0.006110","0.004932","497.90M","-14.65%"
"Jan 31, 2018","0.006006","0.006136","0.006237","0.005805","373.84M","-2.11%"
"Jan 30, 2018","0.006136","0.007016","0.007039","0.006071","350.67M","-11.62%"
"Jan 29, 2018","0.006942","0.007610","0.007650","0.006866","396.77M","-8.78%"
"Jan 28, 2018","0.007610","0.007383","0.008140","0.007350","371.69M","3.07%"
"Jan 27, 2018","0.007383","0.007154","0.007499","0.007072","433.72M","2.99%"
"Jan 26, 2018","0.007169","0.007484","0.008294","0.006608","487.91M","-4.29%"
"Jan 25, 2018","0.007490","0.007060","0.007696","0.006850","551.98M","6.09%"
"Jan 24, 2018","0.007060","0.006558","0.007200","0.006382","558.02M","6.89%"
"Jan 23, 2018","0.006605","0.006644","0.006995","0.006082","600.76M","-0.68%"
"Jan 22, 2018","0.006650","0.006982","0.007601","0.006169","599.13M","-4.66%"
"Jan 21, 2018","0.006975","0.008359","0.008385","0.006794","537.24M","-16.56%"
"Jan 20, 2018","0.008359","0.007779","0.008654","0.007600","490.14M","7.35%"
"Jan 19, 2018","0.007787","0.007532","0.008466","0.007231","507.54M","3.41%"
"Jan 18, 2018","0.007530","0.007623","0.009238","0.007052","610.96M","-1.18%"
"Jan 17, 2018","0.007620","0.006562","0.007879","0.005416","621.35M","16.09%"
"Jan 16, 2018","0.006564","0.009701","0.009757","0.005551","681.08M","-32.48%"
"Jan 15, 2018","0.009721","0.011243","0.011400","0.009679","412.59M","-13.45%"
"Jan 14, 2018","0.011232","0.012263","0.012345","0.010560","433.41M","-8.38%"
"Jan 13, 2018","0.012259","0.012561","0.013295","0.012021","415.58M","-2.44%"
"Jan 12, 2018","0.012566","0.011188","0.013158","0.010708","405.01M","12.31%"
"Jan 11, 2018","0.011189","0.012868","0.014220","0.010100","520.26M","-12.85%"
"Jan 10, 2018","0.012839","0.013104","0.013600","0.010701","409.95M","-1.99%"
"Jan 09, 2018","0.013100","0.014773","0.015441","0.012394","503.01M","-15.05%"
"Jan 08, 2018","0.015420","0.017000","0.018000","0.015420","175.97M","-9.29%"
"Jan 07, 2018","0.017000","0.014630","0.019000","0.014000","612.39M","16.20%"
"Jan 06, 2018","0.014630","0.012550","0.017500","0.012010","612.55M","16.57%"
"Jan 05, 2018","0.012550","0.009613","0.013950","0.009434","672.26M","30.55%"
"Jan 04, 2018","0.009613","0.009205","0.010300","0.008559","634.48M","4.43%"
"Jan 03, 2018","0.009205","0.009000","0.009345","0.008340","724.34M","2.28%"
"Jan 02, 2018","0.009000","0.008678","0.009878","0.008316","721.15M","3.71%"
"Jan 01, 2018","0.008678","0.008927","0.008990","0.007960","575.22M","-2.79%"
